County,State,FFRPTH14
Ramsey,ND,0.951227949
Ransom,ND,0.550863019
Renville,ND,0.77309625
Richland,ND,0.669425511
Rolette,ND,0.410509031
Sargent,ND,0
Sheridan,ND,0
Sioux,ND,0.226142017
Slope,ND,0
Stark,ND,0.691426314
Steele,ND,0
Stutsman,ND,0.899238014
Towner,ND,0.432900433
Traill,ND,0.866122247
Walsh,ND,0.273473108
Ward,ND,0.691802145
Wells,ND,0.715648855
Williams,ND,0.871459695
Adams,OH,0.533257492
Allen,OH,0.942498096
Ashland,OH,0.584519657
Ashtabula,OH,0.867154021
Athens,OH,0.911717893
Auglaize,OH,0.741694117
Belmont,OH,0.777414664
Brown,OH,0.566687823
Butler,OH,0.726965613
Carroll,OH,0.532160216
Champaign,OH,0.48558577
Clark,OH,0.915388784
Clermont,OH,0.654891844
Clinton,OH,0.741006334
Columbiana,OH,0.71911133
Coshocton,OH,0.575090371
Crawford,OH,0.776836158
Cuyahoga,OH,0.874722581
Darke,OH,0.55559813
Defiance,OH,0.701116593
Delaware,OH,0.877782067
Erie,OH,1.028643773
Fairfield,OH,0.658327847
Fayette,OH,1.111111111
Franklin,OH,0.898981885
Fulton,OH,0.587130108
Gallia,OH,1.019837484
Geauga,OH,0.615090938
Greene,OH,0.805762422
Guernsey,OH,0.959838343
Hamilton,OH,0.844252205
Hancock,OH,0.822968794
Hardin,OH,0.629009938
Harrison,OH,0.450363508
Henry,OH,0.680101657
Highland,OH,0.627250552
Hocking,OH,0.661444735
Holmes,OH,0.318921135
Huron,OH,0.817522226
Jackson,OH,0.732869183
Jefferson,OH,0.694300824
Knox,OH,0.65394739
Lake,OH,0.785237534
Lawrence,OH,0.616652873
Licking,OH,0.714327882
Logan,OH,0.791087086
Lorain,OH,0.608120546
Lucas,OH,0.856907872
Madison,OH,0.500933558
Mahoning,OH,0.861906314
Marion,OH,0.669506999
Medina,OH,0.670344091
Meigs,OH,0.685782864
Mercer,OH,0.636771081
Miami,OH,0.750721848
Monroe,OH,0.414794331
Montgomery,OH,0.894739606
Morgan,OH,0.13474365
Morrow,OH,0.398270369
Muskingum,OH,0.745764292
Noble,OH,0.556986702
Ottawa,OH,0.874763085
Paulding,OH,0.526620675
Perry,OH,0.558472021
Pickaway,OH,0.632955904
Pike,OH,0.672423556
Portage,OH,0.765990042
Preble,OH,0.529024191
Putnam,OH,0.643820784
Richland,OH,0.787259517
Ross,OH,0.686893298
Sandusky,OH,0.598215324
Scioto,OH,0.750731316
Seneca,OH,0.502972929
Shelby,OH,0.612857756
Stark,OH,0.841016033
Summit,OH,0.819274352
Trumbull,OH,0.687218228
Tuscarawas,OH,0.840625943
Union,OH,0.502082713
Van Wert,OH,0.562153046
Vinton,OH,0.528940608
Warren,OH,0.58648645
Washington,OH,0.767810759
Wayne,OH,0.614521755
Williams,OH,0.72403529
Wood,OH,0.902847442
Wyandot,OH,0.671050866
Adair,OK,0.405661228
Alfalfa,OK,0.345423143
Atoka,OK,0.507393447
Beaver,OK,0.182282173
Beckham,OK,0.63315183
Blaine,OK,0.201673893
Bryan,OK,0.674369465
Caddo,OK,0.375208923
Canadian,OK,0.617369696
Carter,OK,0.614489666
Cherokee,OK,0.537845721
Choctaw,OK,0.395752259
Cimarron,OK,1.307759372
Cleveland,OK,0.829912415
Coal,OK,0.172205958
Comanche,OK,0.735805747
Cotton,OK,0.325203252
Craig,OK,0.342888493
Creek,OK,0.523841885
Custer,OK,0.847457627
Delaware,OK,0.386044492
Dewey,OK,0
Ellis,OK,0.240963855
Garfield,OK,0.681555214
Garvin,OK,0.616813613
Grady,OK,0.464218071
Grant,OK,0
Greer,OK,0.162575191
Harmon,OK,0.357398142
Harper,OK,0.262329486
Haskell,OK,0.310173697
Hughes,OK,0.579458207
Jackson,OK,0.653896454
Jefferson,OK,0.317863954
Johnston,OK,0.360262992
Kay,OK,0.835568846
Kingfisher,OK,0.450682462
Kiowa,OK,0.214224507
Latimer,OK,0.187038249
Le Flore,OK,0.361729065
Lincoln,OK,0.462173951
Logan,OK,0.331301352
Love,OK,0.511613629
McClain,OK,0.670007772
McCurtain,OK,0.453857791
McIntosh,OK,0.39824771
Major,OK,0.258064516
Marshall,OK,0.556173526
Mayes,OK,0.73500588
Murray,OK,0.724480185
Muskogee,OK,0.786096104
Noble,OK,0.522011484
Nowata,OK,0.190041809
Okfuskee,OK,0.164122764
Oklahoma,OK,0.934463564
Okmulgee,OK,0.562731807
Osage,OK,0.437673246
Ottawa,OK,0.467216944
Pawnee,OK,0.426803244
Payne,OK,0.784909798
Pittsburg,OK,0.672253843
Pontotoc,OK,0.552558874
Pottawatomie,OK,0.863377477
Pushmataha,OK,0.359550562
Roger Mills,OK,0
Rogers,OK,0.378555921
Seminole,OK,0.629400889
Sequoyah,OK,0.580298854
Stephens,OK,0.606837031
Texas,OK,0.36608246
Tillman,OK,0.524383849
Tulsa,OK,0.924399379
Wagoner,OK,0.40950041
Washington,OK,0.750909756
Washita,OK,0.173205162
Woods,OK,0.861326443
Woodward,OK,0.603836685
Baker,OR,0.560433402
Benton,OR,0.683534918
Clackamas,OR,0.59751071
Clatsop,OR,0.800555052
Columbia,OR,0.465031642
Coos,OR,0.672268908
Crook,OR,0.428612249
Curry,OR,0.671591672
Deschutes,OR,0.78644036
Douglas,OR,0.635680365
Gilliam,OR,1.035196687
Grant,OR,0.69637883
Harney,OR,0.982318271
Hood River,OR,1.04872187
Jackson,OR,0.727577073
Jefferson,OR,0.495674117
Josephine,OR,0.550245816
Klamath,OR,0.549996181
Lake,OR,0.765501403
Lane,OR,0.820456721
Lincoln,OR,0.689566004
Linn,OR,0.519454405
Malheur,OR,0.658783227
Marion,OR,0.689951243
Morrow,OR,0.08938947
Multnomah,OR,0.858748159
Polk,OR,0.539042045
Sherman,OR,0.584795322
Tillamook,OR,0.473522216
Umatilla,OR,0.521478391
Union,OR,0.700634463
Wallowa,OR,0.586510264
Wasco,OR,0.705467372
Washington,OR,0.655419735
Wheeler,OR,0
Yamhill,OR,0.461880147
Adams,PA,0.717698645
Allegheny,PA,0.809742905
Armstrong,PA,0.398318212
Beaver,PA,0.602153585
Bedford,PA,0.367752217
Berks,PA,0.650243781
Blair,PA,0.746298281
Bradford,PA,0.485562605
Bucks,PA,0.753169455
Butler,PA,0.570067171
Cambria,PA,0.740568641
Cameron,PA,0.208116545
Carbon,PA,0.543132478
Centre,PA,0.617353945
Chester,PA,0.657196792
Clarion,PA,0.592462842
Clearfield,PA,0.652781712
Clinton,PA,0.427726758
Columbia,PA,0.804505229
Crawford,PA,0.539145397
Cumberland,PA,0.693299202
Dauphin,PA,0.806769496
Delaware,PA,0.742503908
Elk,PA,0.544976598
Erie,PA,0.664408874
Fayette,PA,0.604089912
Forest,PA,0.266028199
Franklin,PA,0.647515894
Fulton,PA,0.341716785
Greene,PA,0.687049124
Huntingdon,PA,0.415300546
Indiana,PA,0.570086425
Jefferson,PA,0.560060935
Juniata,PA,0.403290853
Lackawanna,PA,0.68165044
Lancaster,PA,0.611265282
Lawrence,PA,0.563247006
Lebanon,PA,0.572019449
Lehigh,PA,0.687490743
Luzerne,PA,0.649250852
Lycoming,PA,0.635149518
McKean,PA,0.657987498
Mercer,PA,0.626719125
Mifflin,PA,0.579996563
Monroe,PA,0.63734863
Montgomery,PA,0.804302344
Montour,PA,0.590097098
Northampton,PA,0.661890412
Northumberland,PA,0.542876607
Perry,PA,0.372529255
Philadelphia,PA,0.874833445
Pike,PA,0.427114662
Potter,PA,0.290596304
Schuylkill,PA,0.521272729
Snyder,PA,0.669593036
Somerset,PA,0.393607809
Sullivan,PA,0.631014356
Susquehanna,PA,0.405534351
Tioga,PA,0.449448834
Union,PA,0.512546241
Venango,PA,0.448355097
Warren,PA,0.491364273
Washington,PA,0.648455475
Wayne,PA,0.428007237
Westmoreland,PA,0.654013136
Wyoming,PA,0.35547972
York,PA,0.680650248
Bristol,RI,0.570729719
Kent,RI,0.884162589
Newport,RI,0.898516234
Providence,RI,0.743701481
Washington,RI,0.81324564
Abbeville,SC,0.360504707
Aiken,SC,0.667666143
Allendale,SC,0.206291903
Anderson,SC,0.783154401
Bamberg,SC,0.724542221
Barnwell,SC,0.637551801
Beaufort,SC,0.59709301
Berkeley,SC,0.529754547
Calhoun,SC,0.268853341
Charleston,SC,0.876605908
Cherokee,SC,0.678280737
Chester,SC,0.494789251
Chesterfield,SC,0.411924119
Clarendon,SC,0.439715065
Colleton,SC,0.608932779
Darlington,SC,0.516231803
Dillon,SC,0.867414142
Dorchester,SC,0.505155958
Edgefield,SC,0.18830264
Fairfield,SC,0.217618384
Florence,SC,0.696683928
Georgetown,SC,0.608822997
Greenville,SC,0.841011534
Greenwood,SC,0.86306099
Hampton,SC,0.588091154
Horry,SC,0.970444932
Jasper,SC,0.846521899
Kershaw,SC,0.649134751
Lancaster,SC,0.481000481
Laurens,SC,0.480964333
Lee,SC,0.490650384
Lexington,SC,0.791685859
McCormick,SC,0.304692261
Marion,SC,0.657626906
Marlboro,SC,0.358114883
Newberry,SC,0.555805521
Oconee,SC,0.571869348
Orangeburg,SC,0.765900766
Pickens,SC,0.756014888
Richland,SC,0.831743723
Saluda,SC,0.249675422
Spartanburg,SC,0.711993514
Sumter,SC,0.537440117
Union,SC,0.466350983
Williamsburg,SC,0.305857165
York,SC,0.627684984
Aurora,SD,0.72859745
Beadle,SD,0.550388024
Bennett,SD,0.29154519
Bon Homme,SD,0.142389292
Brookings,SD,0.600348202
Brown,SD,0.729014789
Brule,SD,0.941796949
Buffalo,SD,0
Butte,SD,0.582637405
Campbell,SD,0.721500722
Charles Mix,SD,0.538386993
Clark,SD,0
Clay,SD,0.574217628
Codington,SD,0.680077314
Corson,SD,0
Custer,SD,0.473653049
Davison,SD,0.854915766
Day,SD,0.715819613
Deuel,SD,0.463821892
Dewey,SD,0
Douglas,SD,0
Edmunds,SD,0.251067035
Fall River,SD,0.73046019
Faulk,SD,0.424268137
Grant,SD,0.966717304
Gregory,SD,0
Haakon,SD,0.541418517
Hamlin,SD,0
Hand,SD,0.298953662
Hanson,SD,0
Harding,SD,0
Hughes,SD,0.510146242
Hutchinson,SD,0.277777778
Hyde,SD,0
Jackson,SD,0.610873549
Jerauld,SD,0
Jones,SD,2.051282051
Kingsbury,SD,0.197044335
Lake,SD,0.404269082
Lawrence,SD,0.932797988
Lincoln,SD,0.310390316
Lyman,SD,0.515862781
McCook,SD,0.177022482
McPherson,SD,0
Marshall,SD,0.42707666
Meade,SD,0.259730622
Mellette,SD,0
Miner,SD,1.727115717
Minnehaha,SD,0.836605024
Moody,SD,0.15705984
Pennington,SD,0.812993108
Perkins,SD,0
Potter,SD,0.854700855
Roberts,SD,0.385579333
Sanborn,SD,0.428082192
Shannon,SD,0.14066676
Spink,SD,0.454683237
Stanley,SD,1.005698961
Sully,SD,0
Todd,SD,0.10119409
Tripp,SD,0.544267054
Turner,SD,0.241779497
Union,SD,0.465766185
Walworth,SD,1.270186899
Yankton,SD,0.793510845
Ziebach,SD,0.353857042
Anderson,TN,0.847367864
Bedford,TN,0.514723229
Benton,TN,0.495509446
Bledsoe,TN,0
Blount,TN,0.506573584
Bradley,TN,0.718621025
Campbell,TN,0.676386593
Cannon,TN,0.508831867
Carroll,TN,0.422982023
Carter,TN,0.580107584
Cheatham,TN,0.477819133
Chester,TN,0.51786639
Claiborne,TN,0.443150165
Clay,TN,0.515132003
Cocke,TN,0.452309606
Coffee,TN,0.708651139
Crockett,TN,0.409053722
Cumberland,TN,0.586358541
Davidson,TN,0.935142972
Decatur,TN,0.342876736
DeKalb,TN,0.311397135
Dickson,TN,0.790904597
Dyer,TN,0.527217609
Fayette,TN,0.281971752
Fentress,TN,0.560067208
Franklin,TN,0.458915028
Gibson,TN,0.54576326
Giles,TN,0.65851038
Grainger,TN,0.174947516
Greene,TN,0.599985366
Grundy,TN,0.372439479
Hamblen,TN,0.824925439
Hamilton,TN,0.902568191
Hancock,TN,0.150217816
Hardeman,TN,0.308107067
Hardin,TN,0.46385775
Hawkins,TN,0.4230193
Haywood,TN,0.549903767
Henderson,TN,0.642650577
Henry,TN,0.589988821
Hickman,TN,0.246062992
Houston,TN,0.725777186
Humphreys,TN,0.937413841
Jackson,TN,0.172890733
Jefferson,TN,0.53154128
Johnson,TN,0.33596506
Knox,TN,0.873743993
Lake,TN,0.262088848
Lauderdale,TN,0.292162735
Lawrence,TN,0.544069641
Lewis,TN,0.839912649
Lincoln,TN,0.624312513
Loudon,TN,0.748458766
McMinn,TN,0.646068483
McNairy,TN,0.647199909
Macon,TN,0.565143677
Madison,TN,0.835217666
Marion,TN,0.774457
Marshall,TN,0.607630561
Maury,TN,0.830263696
Meigs,TN,0.170925562
Monroe,TN,0.663232596
Montgomery,TN,0.615915899
Moore,TN,0.316505776
Morgan,TN,0.184672207
Obion,TN,0.581752367
Overton,TN,0.499364445
Perry,TN,0.511378164
Pickett,TN,0.780640125
Polk,TN,0.298864316
Putnam,TN,0.822490393
Rhea,TN,0.612726326
Roane,TN,0.644574202
Robertson,TN,0.719752053
Rutherford,TN,0.699189356
Scott,TN,0.591258471
Sequatchie,TN,0.816104461
Sevier,TN,1.019871727
Shelby,TN,0.725391802
Smith,TN,0.47345994
Stewart,TN,0.451841253
Sullivan,TN,0.897820398
Sumner,TN,0.555857932
Tipton,TN,0.40569268
Trousdale,TN,0.499875031
Unicoi,TN,0.556699883
Union,TN,0.209281641
Van Buren,TN,0
Warren,TN,0.600465361
Washington,TN,0.80797199
Wayne,TN,0.236504464
Weakley,TN,0.66912984
White,TN,0.684384624
Williamson,TN,0.779628312
Wilson,TN,0.725816743
Anderson,TX,0.416471446
Andrews,TX,0.57218058
Angelina,TX,0.729344729
Aransas,TX,0.680762454
Archer,TX,0.453977982
Armstrong,TX,1.023017903
Atascosa,TX,0.460501528
Austin,TX,0.515216047
Bailey,TX,0.578871201
Bandera,TX,0.335056481
Bastrop,TX,0.461130538
Baylor,TX,0.83518931
Bee,TX,0.486869732
Bell,TX,0.665370359
Bexar,TX,0.700481608
Blanco,TX,0.832408435
Borden,TX,0
Bosque,TX,0.562429696
Bowie,TX,0.997051729
Brazoria,TX,0.576711502
Brazos,TX,0.827149633
Brewster,TX,0.763109125
Briscoe,TX,0
Brooks,TX,0.834028357
Brown,TX,0.956099116
Burleson,TX,0.695531212
Burnet,TX,0.62301137
Caldwell,TX,0.527505652
Calhoun,TX,0.642290223
Callahan,TX,0.666025309
Cameron,TX,0.570895735
Camp,TX,0.55463117
Carson,TX,0.665225345
Cass,TX,0.561779188
Castro,TX,0.771109112
Chambers,TX,0.655393892
Cherokee,TX,0.510785431
Childress,TX,0.987445338
Clay,TX,0.385728062
Cochran,TX,0
Coke,TX,0
Coleman,TX,0.711743772
Collin,TX,0.83706019
Collingsworth,TX,1.325820351
Colorado,TX,0.772238042
Comal,TX,0.679095187
Comanche,TX,0.442804428
Concho,TX,0.740740741
Cooke,TX,0.464384304
Coryell,TX,0.42349329
Cottle,TX,0.706713781
Crane,TX,0.606060606
Crockett,TX,1.311647429
Crosby,TX,0.169520258
Culberson,TX,0.882612533
Dallam,TX,0.840925018
Dallas,TX,0.820681654
Dawson,TX,0.972180676
Deaf Smith,TX,0.573065903
Delta,TX,0.190912562
Denton,TX,0.65572639
DeWitt,TX,0.773544769
Dickens,TX,1.352569883
Dimmit,TX,0.541076743
Donley,TX,1.128986734
Duval,TX,0.433538542
Eastland,TX,0.935299296
Ector,TX,0.701736147
Edwards,TX,0.532197978
Ellis,TX,0.608849024
El Paso,TX,0.683873894
Erath,TX,0.846887688
Falls,TX,0.412031314
Fannin,TX,0.385162361
Fayette,TX,0.805379938
Fisher,TX,0.261028452
Floyd,TX,1.008572869
Foard,TX,1.568627451
Fort Bend,TX,0.579270295
Franklin,TX,0.471698113
Freestone,TX,0.506021658
Frio,TX,0.755490799
Gaines,TX,0.617760618
Galveston,TX,0.728839776
Garza,TX,0.777000777
Gillespie,TX,0.587774295
Glasscock,TX,0.774593338
Goliad,TX,0.39740363
Gonzales,TX,0.684195093
Gray,TX,0.520742927
Grayson,TX,0.704259556
Gregg,TX,0.965877731
Grimes,TX,0.294420727
Guadalupe,TX,0.482173175
Hale,TX,0.547235023
Hall,TX,1.271051795
Hamilton,TX,0.853762654
Hansford,TX,0.726084589
Hardeman,TX,1.018329939
Hardin,TX,0.75511048
Harris,TX,0.703611723
Harrison,TX,0.534632292
Hartley,TX,0
Haskell,TX,0.520020801
Hays,TX,0.708012431
Hemphill,TX,0.717703349
Henderson,TX,0.718880061
Hidalgo,TX,0.436784735
Hill,TX,0.60261708
Hockley,TX,0.678627476
Hood,TX,0.778917305
Hopkins,TX,0.389744161
Houston,TX,0.4397344
Howard,TX,0.763962784
Hudspeth,TX,0
Hunt,TX,0.598917428
Hutchinson,TX,0.780783539
Irion,TX,0.635324015
Jack,TX,0.677583286
Jackson,TX,0.678472081
Jasper,TX,0.646939694
Jeff Davis,TX,0.453720508
Jefferson,TX,0.705691121
Jim Hogg,TX,0.761179829
Jim Wells,TX,0.749643315
Johnson,TX,0.660501982
Jones,TX,0.401284109
Karnes,TX,0.603783711
Kaufman,TX,0.629292675
Kendall,TX,0.694444444
Kenedy,TX,0
Kent,TX,0
Kerr,TX,0.771330248
Kimble,TX,0.901306895
King,TX,0
Kinney,TX,0.283607487
Kleberg,TX,0.869835353
Knox,TX,0.259201659
Lamar,TX,0.706742322
Lamb,TX,0.442021512
Lampasas,TX,0.496130185
La Salle,TX,0.936580145
Lavaca,TX,0.45636631
Lee,TX,0.657030223
Leon,TX,0.593084633
Liberty,TX,0.512052434
Limestone,TX,0.46760755
Lipscomb,TX,0.281452294
Live Oak,TX,0.744355306
Llano,TX,0.973859559
Loving,TX,0
Lubbock,TX,0.904841925
Lynn,TX,0.519840582
McCulloch,TX,0.975728747
McLennan,TX,0.805123213
McMullen,TX,0
Madison,TX,1.226462737
Marion,TX,0.492659375
Martin,TX,0.183150183
Mason,TX,1.22819946
Matagorda,TX,0.62980914
Maverick,TX,0.526103502
Medina,TX,0.584624379
Menard,TX,0.465766185
Midland,TX,0.750818199
Milam,TX,0.535949868
Mills,TX,0.410677618
Mitchell,TX,0.550903482
Montague,TX,0.618046972
Montgomery,TX,0.59158257
Moore,TX,0.496658841
Morris,TX,0.706270109
Motley,TX,0
Nacogdoches,TX,0.627861748
Navarro,TX,0.663969291
Newton,TX,0.070731362
Nolan,TX,0.861326443
Nueces,TX,0.850595557
Ochiltree,TX,0.371816323
Oldham,TX,1.449275362
Orange,TX,0.767082569
Palo Pinto,TX,0.960990888
Panola,TX,0.210358029
Parker,TX,0.682017473
Parmer,TX,0.100928543
Pecos,TX,0.503366262
Polk,TX,0.542546496
Potter,TX,0.953735601
Presidio,TX,0.860091743
Rains,TX,0.634517766
Randall,TX,0.616128529
Reagan,TX,0.266311585
Real,TX,0.593295758
Red River,TX,0.321388398
Reeves,TX,0.348456338
Refugio,TX,1.095590249
Roberts,TX,0
Robertson,TX,0.545454545
Rockwall,TX,0.797184799
Runnels,TX,0.480030722
Rusk,TX,0.556348868
Sabine,TX,0.289855072
San Augustine,TX,0.116144019
San Jacinto,TX,0.147606923
San Patricio,TX,0.82193828
San Saba,TX,0.711490573
Schleicher,TX,0
Scurry,TX,1.211911357
Shackelford,TX,0.598265031
Shelby,TX,0.391926318
Sherman,TX,0.324254215
Smith,TX,0.822511218
Somervell,TX,0.920174833
Starr,TX,0.42887777
Stephens,TX,0.850611377
Sterling,TX,1.493651979
Stonewall,TX,2.138275125
Sutton,TX,1.007049345
Swisher,TX,0.131908719
Tarrant,TX,0.757700374
Taylor,TX,0.910147029
Terrell,TX,1.078748652
Terry,TX,0.549493681
Throckmorton,TX,0
Titus,TX,0.584507476
Tom Green,TX,0.686059276
Travis,TX,0.774880662
Trinity,TX,0.35151856
Tyler,TX,0.420207302
Upshur,TX,0.446052436
Upton,TX,1.737116387
Uvalde,TX,0.700667478
Val Verde,TX,0.632988933
Van Zandt,TX,0.51030051
Victoria,TX,0.779525916
Walker,TX,0.487182794
Waller,TX,0.448526271
Ward,TX,0.516129032
Washington,TX,0.754979964
Webb,TX,0.659984325
Wharton,TX,0.777302759
Wheeler,TX,0.700035002
Wichita,TX,0.732877489
Wilbarger,TX,1.002081246
Willacy,TX,0.36524677
Williamson,TX,0.656106285
Wilson,TX,0.431015904
Winkler,TX,0.383582662
Wise,TX,0.584055291
Wood,TX,0.350042005
Yoakum,TX,0.844798455
Young,TX,0.980926431
Zapata,TX,0.419023675
Zavala,TX,0.244558572
Beaver,UT,1.702522829
Box Elder,UT,0.601731434
Cache,UT,0.743601227
Carbon,UT,0.677637948
Daggett,UT,0
Davis,UT,0.636958131
Duchesne,UT,0.588812561
Emery,UT,0.752516226
Garfield,UT,2.786624204
Grand,UT,0.954502068
Iron,UT,0.719287482
Juab,UT,0.85828724
Kane,UT,0.827129859
Millard,UT,0.951927653
Morgan,UT,0.377073906
Piute,UT,1.347708895
Rich,UT,3.052769298
Salt Lake,UT,0.829866397
San Juan,UT,0.393416825
Sanpete,UT,0.526740879
Sevier,UT,0.770230588
Summit,UT,0.997314921
Tooele,UT,0.470794506
Uintah,UT,0.542490574
Utah,UT,0.625697448
Wasatch,UT,0.793822617
Washington,UT,0.763419064
Wayne,UT,0.734484025
Weber,UT,0.602973282
Addison,VT,0.459347726
Bennington,VT,0.823158184
Caledonia,VT,0.613279107
Chittenden,VT,0.747519171
Essex,VT,0.163265306
Franklin,VT,0.4728424
Grand Isle,VT,0.142979697
Lamoille,VT,0.717646121
Orange,VT,0.311861118
Orleans,VT,0.443098737
Rutland,VT,0.732283727
Washington,VT,0.559340995
Windham,VT,0.869286727
Windsor,VT,0.57128575
Accomack,VA,0.545107659
Albemarle,VA,0.555082353
Alleghany,VA,0.442477876
Amelia,VA,0.311162972
Amherst,VA,0.499360195
Appomattox,VA,0.458145167
Arlington,VA,1.044476175
Augusta,VA,0.36554656
Bath,VA,0.219154065
Bedford,VA,0.261154564
Bland,VA,0.301886792
Botetourt,VA,0.574018127
Brunswick,VA,0.181840223
Buchanan,VA,0.389509218
Buckingham,VA,0.118252232
Campbell,VA,0.765236403
Caroline,VA,0.268654712
Carroll,VA,0.405117991
Charles City,VA,0
Charlotte,VA,0.245398773
Chesterfield,VA,0.709776571
Clarke,VA,0.416002219
Craig,VA,0
Culpeper,VA,0.569499247
Cumberland,VA,0
Dickenson,VA,0.26130128
Dinwiddie,VA,0.215370257
Essex,VA,0.90065748
Fairfax,VA,0.800852367
Fauquier,VA,0.805884422
Floyd,VA,0.256772371
Fluvanna,VA,0.191629618
Franklin,VA,0.461336456
Frederick,VA,0.570547604
Giles,VA,0.713648528
Gloucester,VA,0.538488463
Goochland,VA,0.319110139
Grayson,VA,0.198767641
Greene,VA,0.367820924
Greensville,VA,0.342436435
Halifax,VA,0.710227273
Hanover,VA,0.735885712
Henrico,VA,0.835600949
Henry,VA,0.595226666
Highland,VA,0
Isle of Wight,VA,0.555447552
James City,VA,0.427097254
King and Queen,VA,0
King George,VA,0.472980963
King William,VA,0.432472507
Lancaster,VA,0.905469033
Lee,VA,0.280549878
Loudoun,VA,0.718909241
Louisa,VA,0.26202399
Lunenburg,VA,0.160436387
Madison,VA,0.380025842
Mathews,VA,0.565866908
Mecklenburg,VA,0.801487561
Middlesex,VA,0.654450262
Montgomery,VA,0.647854881
Nelson,VA,0.404040404
New Kent,VA,0.499475551
Northampton,VA,1.072518769
Northumberland,VA,0.244877969
Nottoway,VA,0.83445664
Orange,VA,0.742305716
Page,VA,0.712848038
Patrick,VA,0.328515112
Pittsylvania,VA,0.240450123
Powhatan,VA,0.210903722
Prince Edward,VA,0.650082344
Prince George,VA,0.455361209
Prince William,VA,0.634395441
Pulaski,VA,0.961482431
Rappahannock,VA,0.271702214
Richmond,VA,0.224668614
Roanoke,VA,0.565122354
Rockbridge,VA,0.403099386
Rockingham,VA,0.34539663
Russell,VA,0.535274596
Scott,VA,0.446747677
Shenandoah,VA,0.534622626
Smyth,VA,0.602123277
Southampton,VA,0.221496207
Spotsylvania,VA,0.681177818
Stafford,VA,0.542888165
Surry,VA,0.147275405
Sussex,VA,0.509900569
Tazewell,VA,0.736444813
Warren,VA,0.589940236
Washington,VA,0.602971003
Westmoreland,VA,0.228872232
Wise,VA,0.651057969
Wythe,VA,0.755468562
York,VA,0.753670375
Alexandria,VA,0.836792296
Bedford,VA,0
Bristol,VA,1.804003724
Buena Vista,VA,0.605785249
Charlottesville,VA,1.447590639
Chesapeake,VA,0.771304061
Colonial Heights,VA,1.97394394
Covington,VA,1.723543606
Danville,VA,1.295825087
Emporia,VA,1.830831197
Fairfax,VA,3.512641425
Falls Church,VA,2.426292184
Franklin,VA,1.290171241
Fredericksburg,VA,1.446208113
Galax,VA,2.281151982
Hampton,VA,0.810935206
Harrisonburg,VA,1.009947025
Hopewell,VA,0.856010092
Lexington,VA,1.367801942
Lynchburg,VA,1.02470682
Manassas,VA,1.188184691
Manassas Park,VA,0.395413207
Martinsville,VA,1.677485231
Newport News,VA,0.836225508
Norfolk,VA,0.969734505
Norton,VA,2.976928802
Petersburg,VA,1.039723556
Poquoson,VA,0.83001328
Portsmouth,VA,0.82288238
Radford,VA,0.566700669
Richmond,VA,0.812474467
Roanoke,VA,0.885062558
Salem,VA,1.177255425
Staunton,VA,0.978074823
Suffolk,VA,0.67967652
Virginia Beach,VA,0.933522551
Waynesboro,VA,1.263689975
Williamsburg,VA,2.246273229
Winchester,VA,1.670115819
Adams,WA,0.677824704
Asotin,WA,0.450673757
Benton,WA,0.60594361
Chelan,WA,0.710570065
Clallam,WA,0.536340507
Clark,WA,0.538793103
Columbia,WA,0.501882058
Cowlitz,WA,0.597260435
Douglas,WA,0.376846548
Ferry,WA,0.260858224
Franklin,WA,0.489699234
Garfield,WA,0
Grant,WA,0.611935972
Grays Harbor,WA,0.578948855
Island,WA,0.378429518
Jefferson,WA,0.595474395
King,WA,0.826936197
Kitsap,WA,0.625533572
Kittitas,WA,1.128827431
Klickitat,WA,0.431427065
Lewis,WA,0.638909594
Lincoln,WA,0.87804878
Mason,WA,0.395315511
Okanogan,WA,0.460159845
Pacific,WA,0.583629201
Pend Oreille,WA,0.385059684
Pierce,WA,0.647892606
San Juan,WA,0.936621917
Skagit,WA,0.639720849
Skamania,WA,0.352733686
Snohomish,WA,0.701700802
Spokane,WA,0.704082855
Stevens,WA,0.595647194
Thurston,WA,0.628171419
Wahkiakum,WA,0.49176297
Walla Walla,WA,0.484593276
Whatcom,WA,0.595149531
Whitman,WA,0.875563243
Yakima,WA,0.553117443
Barbour,WV,0.417511631
Berkeley,WV,0.597301284
Boone,WV,0.295184279
Braxton,WV,0.553135587
Brooke,WV,0.679983
Cabell,WV,1.132747737
Calhoun,WV,0.133102622
Clay,WV,0.111844313
Doddridge,WV,0
Fayette,WV,0.420987326
Gilmer,WV,0.232072407
Grant,WV,0.513390947
Greenbrier,WV,0.818053597
Hampshire,WV,0.298087979
Hancock,WV,0.830233794
Hardy,WV,0.502765209
Harrison,WV,0.785328893
Jackson,WV,0.755338872
Jefferson,WV,0.628219626
Kanawha,WV,0.998827692
Lewis,WV,1.096624832
Lincoln,WV,0.23190019
Logan,WV,0.565802874
McDowell,WV,0.391236307
Marion,WV,0.757002271
Marshall,WV,0.616979269
Mason,WV,0.333135919
Mercer,WV,0.566480537
Mineral,WV,0.543911814
Mingo,WV,0.233317779
Monongalia,WV,0.937533224
Monroe,WV,0
Morgan,WV,0.286483699
Nicholas,WV,0.542068378
Ohio,WV,1.038589365
Pendleton,WV,0.407000407
Pleasants,WV,0.654964632
Pocahontas,WV,0.230893558
Preston,WV,0.295963064
Putnam,WV,1.039281311
Raleigh,WV,0.600708069
